GAME_ID,LOCATION,W/L,DEFENSIVE_RATING,PLAYER_NAME,PLAYER_ID,POINTS,TEAM,OPPOSING_TEAM
21400859,A,L,101.2,michael kidd-gilchrist,203077,12,CHA,BOS
21400845,A,W,97.8,michael kidd-gilchrist,203077,14,CHA,CHI
21400827,A,L,102.3,michael kidd-gilchrist,203077,14,CHA,DAL
21400816,H,L,101.8,michael kidd-gilchrist,203077,16,CHA,OKC
21400761,A,L,101.0,michael kidd-gilchrist,203077,4,CHA,PHI
21400742,H,W,97.8,michael kidd-gilchrist,203077,4,CHA,WAS
21400719,A,W,97.8,michael kidd-gilchrist,203077,8,CHA,WAS
21400713,A,W,105.0,michael kidd-gilchrist,203077,14,CHA,DEN
21400689,A,L,97.0,michael kidd-gilchrist,203077,14,CHA,SAS
21400652,H,W,101.2,michael kidd-gilchrist,203077,4,CHA,NYK
21400643,A,L,98.7,michael kidd-gilchrist,203077,10,CHA,CLE
21400625,H,W,97.3,michael kidd-gilchrist,203077,4,CHA,MIA
21400611,H,W,106.5,michael kidd-gilchrist,203077,10,CHA,MIN
21400600,H,W,97.0,michael kidd-gilchrist,203077,8,CHA,IND
21400574,H,L,97.0,michael kidd-gilchrist,203077,4,CHA,SAS
21400549,A,W,101.2,michael kidd-gilchrist,203077,8,CHA,NYK
21400535,A,W,100.9,michael kidd-gilchrist,203077,8,CHA,TOR
21400522,H,W,98.6,michael kidd-gilchrist,203077,8,CHA,NOP
21400510,A,W,101.2,michael kidd-gilchrist,203077,4,CHA,BOS
21400495,A,W,101.4,michael kidd-gilchrist,203077,14,CHA,ORL
21400484,H,L,98.7,michael kidd-gilchrist,203077,10,CHA,CLE
21400478,A,L,100.5,michael kidd-gilchrist,203077,12,CHA,HOU
21400459,H,L,97.4,michael kidd-gilchrist,203077,10,CHA,MIL
21400444,H,L,101.4,michael kidd-gilchrist,203077,6,CHA,ORL
21400438,A,L,101.8,michael kidd-gilchrist,203077,4,CHA,OKC
21400423,A,W,97.4,michael kidd-gilchrist,203077,8,CHA,MIL
21400409,H,W,105.0,michael kidd-gilchrist,203077,4,CHA,DEN
21400395,H,W,94.9,michael kidd-gilchrist,203077,8,CHA,UTA
21400384,A,W,101.0,michael kidd-gilchrist,203077,8,CHA,PHI
21400369,H,L,103.3,michael kidd-gilchrist,203077,6,CHA,PHX
21400355,A,L,98.7,michael kidd-gilchrist,203077,0,CHA,CLE
21400341,H,L,100.9,michael kidd-gilchrist,203077,10,CHA,BKN
21400334,A,L,95.1,michael kidd-gilchrist,203077,6,CHA,MEM
21400316,H,W,101.2,michael kidd-gilchrist,203077,6,CHA,BOS
21400107,A,L,98.6,michael kidd-gilchrist,203077,8,CHA,POR
21400097,A,L,105.3,michael kidd-gilchrist,203077,2,CHA,LAL
